vid,name,authority,field_authority_link
subject,Hudson Bay Railway,lcsh,https://id.loc.gov/authorities/names/n96084436
subject,Hudson Bay--Description and travel,,
subject,Hudson's Bay Company,lcsh,https://id.loc.gov/authorities/names/n80089976
subject,Human beings--Effect of environment on,lcsh,https://id.loc.gov/authorities/subjects/sh85080298
subject,Human beings--Migrations,lcsh,https://id.loc.gov/authorities/subjects/sh85080300
subject,Human beings--Origin,lcsh,https://id.loc.gov/authorities/subjects/sh85080301
subject,Human chromosome abnormalities--Diagnosis--Law and legislation,lcsh,https://id.loc.gov/authorities/subjects/sh93001733
subject,Human geography,lcsh,https://id.loc.gov/authorities/subjects/sh85005570
subject,Human rights,lcsh,https://id.loc.gov/authorities/subjects/sh85026379
subject,Humanism,lcsh,https://id.loc.gov/authorities/subjects/sh85062902
subject,Humanity,lcsh,https://id.loc.gov/authorities/subjects/sh85062915
subject,Hunting,lcsh,https://id.loc.gov/authorities/subjects/sh85063117
subject,Hunting--Arctic regions,lcsh,https://id.loc.gov/authorities/subjects/sh2008122134
subject,Hunting--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2008122135
subject,Huron-Wendat,csh,
subject,"Hurricane Hazel, 1954",lcsh,https://id.loc.gov/authorities/subjects/sh98004234
subject,Huts,lcsh,https://id.loc.gov/authorities/subjects/sh85063230
subject,Hutterian Brethren,lcsh,https://id.loc.gov/authorities/subjects/sh2009005985
subject,Hyaline membrane disease,lcsh,https://id.loc.gov/authorities/subjects/sh85063253
subject,Hybrid electric vehicles,lcsh,https://id.loc.gov/authorities/subjects/sh96007414
subject,Hydraulic fracturing,lcsh,https://id.loc.gov/authorities/subjects/sh85063317.html
subject,Hydraulics,lcsh,https://id.loc.gov/authorities/subjects/sh85063354
subject,Hydro-Québec,lcsh,https://id.loc.gov/authorities/names/n82081769
subject,Hydrochlorothiazide,wiki,https://www.wikidata.org/wiki/Q423930
subject,Hydrochlorothiazide-triamterene,mesh,http://id.nlm.nih.gov/mesh/C020743
subject,Hydroelectric power plants,lcsh,https://id.loc.gov/authorities/subjects/sh85063399
subject,Hydroelectric power stations in Ontario,wiki,https://www.wikidata.org/wiki/Q8529334
subject,Hydrography,lcsh,https://id.loc.gov/authorities/subjects/sh85063443
subject,Hydrology,lcsh,https://id.loc.gov/authorities/subjects/sh85063458
subject,Hygiene,lcsh,https://id.loc.gov/authorities/subjects/sh85063519
subject,Hygiene--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh2008105525
subject,Hymns,lcsh,https://id.loc.gov/authorities/subjects/sh85063599
subject,"Hymns, English",lcsh,https://id.loc.gov/authorities/subjects/sh85063617
subject,"Hymns, German",lcsh,https://id.loc.gov/authorities/subjects/sh85063620
subject,"Hymns, Swedish",lcsh,https://id.loc.gov/authorities/subjects/sh85063642
subject,Hyperactive children,lcsh,https://id.loc.gov/authorities/subjects/sh85063662
subject,Hyperbilirubinemia,lcsh,https://id.loc.gov/authorities/subjects/sh85063672
subject,Hypertension,lcsh,https://id.loc.gov/authorities/subjects/sh85063723
subject,Hypnotism,lcsh,https://id.loc.gov/authorities/subjects/sh85063752
subject,Hypochondria,lcsh,https://id.loc.gov/authorities/subjects/sh85063763
subject,hypochondriasis ,wiki,https://www.wikidata.org/wiki/Q105434
subject,Hypoglycemia,lcsh,https://id.loc.gov/authorities/subjects/sh85063783
subject,Hysterectomy,lcsh,https://id.loc.gov/authorities/subjects/sh85063844
subject,Hysteria,lcsh,https://id.loc.gov/authorities/subjects/sh85063851
subject,Hysteroscopy,lcsh,https://id.loc.gov/authorities/subjects/sh85063859
subject,I Ching,wiki,https://www.wikidata.org/wiki/Q181937
subject,Ian & Sylvia,lcsh,https://id.loc.gov/authorities/names/n95109845
subject,Iatrogenic disease,lcsh,https://id.loc.gov/authorities/subjects/sh85063896
subject,Ice-boats,lcsh,https://id.loc.gov/authorities/subjects/sh85063976
subject,Idealism,lcsh,https://id.loc.gov/authorities/subjects/sh85064123
subject,Identity (Psychology),lcsh,https://id.loc.gov/authorities/subjects/sh85064151
subject,Idioms,lcsh,https://id.loc.gov/authorities/subjects/sh00006067
subject,Idols and images,lcsh,https://id.loc.gov/authorities/subjects/sh85064172
subject,Ignorance (Theory of knowledge),lcsh,https://id.loc.gov/authorities/subjects/sh85064214
subject,Illness,wiki,https://www.wikidata.org/wiki/Q814207
subject,Illustrated books,lcsh,https://id.loc.gov/authorities/subjects/sh85064396
subject,Imaginary wars and battles,lcsh,https://id.loc.gov/authorities/subjects/sh85064465
subject,Imagination,lcsh,https://id.loc.gov/authorities/subjects/sh85064466
subject,Imitation,lcsh,https://id.loc.gov/authorities/subjects/sh85064501
subject,Immigrants--United States,lcsh,https://id.loc.gov/authorities/subjects/sh85140055
subject,Immortality,lcsh,https://id.loc.gov/authorities/subjects/sh85064531
subject,Immunization,mesh,http://id.nlm.nih.gov/mesh/D007114
subject,Imperial federation,lcsh,https://id.loc.gov/authorities/subjects/sh85064624
subject,Imperialism,lcsh,https://id.loc.gov/authorities/subjects/sh85064628
subject,Impotence,lcsh,https://id.loc.gov/authorities/subjects/sh85064658
subject,Inaugurations,lcsh,https://id.loc.gov/authorities/subjects/sh2002005443
subject,Indexes,lcsh,https://id.loc.gov/authorities/subjects/sh99001477
subject,India--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85064883
subject,India--Social conditions,lcsh,https://id.loc.gov/authorities/subjects/sh85064951
subject,Indigenous art,lcsh,https://id.loc.gov/authorities/subjects/sh2006008419.html
subject,Indigenous art--North America,main,
subject,Indigenous peoples of the Artic region,wiki,https://www.wikidata.org/wiki/Q3987120
subject,Indigenous peoples--Missions--North America,main,
subject,Indigenous peoples--New England,main,
subject,Indigenous peoples--North America,main,
subject,Indigenous peoples--North America--Folklore,main,
subject,Indigenous peoples--North America--Languages,main,
subject,Indigenous peoples--North America--Religion,main,
subject,"Indigenous peoples, Treatment of",main,
subject,Indomethacin,lcsh,https://id.loc.gov/authorities/subjects/sh85065731
subject,Industries,lcsh,https://id.loc.gov/authorities/subjects/sh85065960
subject,Infant formulas,lcsh,https://id.loc.gov/authorities/subjects/sh85066001
subject,"Infant, Premature",mesh,https://id.nlm.nih.gov/mesh/D007234.html
subject,Infants,lcsh,https://id.loc.gov/authorities/subjects/sh85066022
subject,Infants--Care,lcsh,https://id.loc.gov/authorities/subjects/sh85066027
subject,Infants--Health and hygiene,lcsh,https://id.loc.gov/authorities/subjects/sh86007528
subject,Influenza Vaccines,mesh,https://id.nlm.nih.gov/mesh/D007252.html
subject,Infrastructure (Economics),lcsh,https://id.loc.gov/authorities/subjects/sh85066333
subject,Inhibin,lcsh,https://id.loc.gov/authorities/subjects/sh85066402
subject,Inlets,lcsh,https://id.loc.gov/authorities/subjects/sh85066492
subject,Insanity (Law),lcsh,https://id.loc.gov/authorities/subjects/sh85066558
subject,Insect biology,wiki,https://www.wikidata.org/wiki/Q28470497
subject,Insects,lcsh,https://id.loc.gov/authorities/subjects/sh85066670
subject,Insignia,lcsh,https://id.loc.gov/authorities/subjects/sh85066714
subject,Instagram (Firm),lcsh,https://id.loc.gov/authorities/names/n2013014508
subject,Instruction and study,lcsh,https://id.loc.gov/authorities/subjects/sh99014466
subject,Insurance law,lcsh,https://id.loc.gov/authorities/subjects/sh85067064
subject,Intellect,lcsh,https://id.loc.gov/authorities/subjects/sh85067157
subject,Intellectual property,lcsh,https://id.loc.gov/authorities/subjects/sh85067167
subject,Interferon,lcsh,https://id.loc.gov/authorities/subjects/sh85067260
subject,Interleukin-2,lcsh,https://id.loc.gov/authorities/subjects/sh87006638
subject,Internal combustion engines,lcsh,https://id.loc.gov/authorities/subjects/sh85067314
subject,International Association of Heat and Frost Insulators and Allied Workers,lcsh,https://id.loc.gov/authorities/names/no2008095750
subject,International Brotherhood of Electrical Workers,viaf,https://viaf.org/viaf/132064655/
subject,International Consortium of Investigative Journalists,lcsh,https://id.loc.gov/authorities/names/no2006057887
subject,International labour activities,lcsh,https://id.loc.gov/authorities/subjects/sh85067413
subject,International Labour Organization,viaf,http://viaf.org/viaf/133287293
subject,International obligations,lcsh,https://id.loc.gov/authorities/subjects/sh85067428
subject,International Statistics,wiki,https://www.wikidata.org/wiki/Q84944431
subject,International Women's Day,lcsh,https://id.loc.gov/authorities/subjects/sh95006691
subject,"International Women's Decade, 1976-1985",lcsh,https://id.loc.gov/authorities/subjects/sh86004255
subject,Internship and Residency,mesh,http://id.nlm.nih.gov/mesh/D007396
subject,Internship programs,lcsh,https://id.loc.gov/authorities/subjects/sh86001851.html
subject,Interpersonal relations,lcsh,https://id.loc.gov/authorities/subjects/sh85067484
subject,Intraocular lenses,lcsh,https://id.loc.gov/authorities/subjects/sh85067622
subject,Intuition,lcsh,https://id.loc.gov/authorities/subjects/sh85067653
subject,Inuit,wiki,https://www.wikidata.org/wiki/Q189975
subject,Inuit art,lcsh,https://id.loc.gov/authorities/subjects/sh94007417
subject,Inuit languages,wiki,https://www.wikidata.org/wiki/Q27796
subject,Inuit literature,,
subject,Inuit mythology,wiki,https://www.wikidata.org/wiki/Q1473866
subject,Inuit--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2009002924
subject,Ireland--History--19th century,lcsh,https://id.loc.gov/authorities/subjects/sh85068017
subject,Ireland--Social life and customs,lcsh,https://id.loc.gov/authorities/subjects/sh85068048
subject,Irish question,lcsh,https://id.loc.gov/authorities/subjects/sh85068117
subject,Iron industry and trade,lcsh,https://id.loc.gov/authorities/subjects/sh85068196
subject,Iron industry and trade--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2008124155
subject,Iron industry and trade--Great Britain,lcsh,https://id.loc.gov/authorities/subjects/sh2009127125
subject,Iron industry and trade--United States,lcsh,https://id.loc.gov/authorities/subjects/sh2008124157
subject,Iron mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85068205
subject,Irrigation,lcsh,https://id.loc.gov/authorities/subjects/sh85068283.html
subject,Irrigation canals and flumes,lcsh,https://id.loc.gov/authorities/subjects/sh85068291
subject,Islands,lcsh,https://id.loc.gov/authorities/subjects/sh85068496
subject,Isoniazid,lcsh,https://id.loc.gov/authorities/subjects/sh87001831
subject,Isotretinoin,mesh,https://id.nlm.nih.gov/mesh/D015474
subject,Istanbul (Turkey)--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh2008115544
subject,Isthmuses,lcsh,https://id.loc.gov/authorities/subjects/sh85068754
subject,Italy--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85068907
subject,Italy--History--1492-1559,lcsh,https://id.loc.gov/authorities/subjects/sh85068950
subject,"Jackson, Jesse, 1941-",lcsh,https://id.loc.gov/authorities/names/n50027794
subject,Jacobins,lcsh,https://id.loc.gov/authorities/subjects/sh85069215
subject,"Jacobite Rebellion, 1745-1746",lcsh,https://id.loc.gov/authorities/subjects/sh85069220
subject,"Jacobs, Jane, 1916-2006",lcsh,https://id.loc.gov/authorities/names/n80040210
subject,"Jaffary, Karl D.",viaf,https://viaf.org/viaf/93941955
subject,"Jalāl al-Dīn Rūmī, Maulana, 1207-1273",viaf,http://viaf.org/viaf/98930150
subject,Jamaican Canadians,lcsh,https://id.loc.gov/authorities/demographicTerms/dg2016060163
subject,Jamaican-Canadian Association,lcsh,https://id.loc.gov/authorities/names/n2016021196
subject,James Bay Region,lcsh,https://id.loc.gov/authorities/subjects/sh00003168
subject,"James of Rusholme, Eric John Francis James, Baron, 1909-1992",lcsh,https://id.loc.gov/authorities/names/no2010182083
subject,"James, Martha",,
subject,Jaundice,lcsh,https://id.loc.gov/authorities/subjects/sh85069783
subject,Jazz,lcsh,https://id.loc.gov/authorities/subjects/sh85069833
subject,Jazz musicians,lcsh,https://id.loc.gov/authorities/subjects/sh85069835
subject,Jealousy,lcsh,https://id.loc.gov/authorities/subjects/sh85069852
subject,Jerusalem--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh88002640
subject,Jew's harp,lcsh,https://id.loc.gov/authorities/subjects/sh85070508
subject,Jewish diaspora,lcsh,https://id.loc.gov/authorities/subjects/sh85070380
subject,Job creation,lcsh,https://id.loc.gov/authorities/subjects/sh89000062
subject,John George Howard,wiki,https://www.wikidata.org/wiki/Q1700193
subject,Judaism,lcsh,https://id.loc.gov/authorities/subjects/sh85070835
subject,Judaism--Liturgy--Texts,lcsh,https://id.loc.gov/authorities/subjects/sh85070856
subject,Judges--Selection and appointment,lcsh,https://id.loc.gov/authorities/subjects/sh85070898
subject,Judgments,lcsh,https://id.loc.gov/authorities/subjects/sh85070927
subject,Judicial review of administrative acts,lcsh,https://id.loc.gov/authorities/subjects/sh85070964
subject,Jug bands,lcsh,https://id.loc.gov/authorities/subjects/sh2001005051
subject,Jurisprudence,lcsh,https://id.loc.gov/authorities/subjects/sh85071088
subject,Jury,lcsh,https://id.loc.gov/authorities/subjects/sh85071101
subject,Just Transition,wiki,https://www.wikidata.org/wiki/Q6316391
subject,Justice,lcsh,https://id.loc.gov/authorities/subjects/sh85071118
subject,"Justice, Administration of",lcsh,https://id.loc.gov/authorities/subjects/sh85071120
subject,Juvenile literature,lcsh,https://id.loc.gov/authorities/subjects/sh85071184
subject,"Kant, Immanuel, 1724-1804",lcsh,https://id.loc.gov/authorities/names/n79021614
subject,Karelia (Russia),wiki,https://www.wikidata.org/wiki/Q76643878
subject,"Karelia History, 1920-1930",,
subject,Kayaks,lcsh,https://id.loc.gov/authorities/subjects/sh85071801
subject,Kazoo,lcsh,https://id.loc.gov/authorities/subjects/sh85071829
subject,Keele campus,wiki,https://www.wikidata.org/wiki/Q6382764
subject,"Kennedy, Donald, 1931-2020",lcnaf,https://id.loc.gov/authorities/names/n50045343
subject,"Kennedy, Gerard",wiki,https://www.wikidata.org/wiki/Q965835
subject,Kettle and Stony Point First Nation,lcsh,https://id.loc.gov/authorities/names/no2015132583
subject,Keystone XL Project,lcsh,https://id.loc.gov/authorities/names/n2017009308
subject,Kidnapping,lcsh,https://id.loc.gov/authorities/subjects/sh85072244
subject,Kidneys,lcsh,https://id.loc.gov/authorities/subjects/sh85072254
subject,Kidneys--Diseases,lcsh,https://id.loc.gov/authorities/subjects/sh85072261
subject,King Edward Hotel,wiki,https://www.wikidata.org/wiki/Q6411469
subject,Kingston (Ont. : Township),viaf,https://viaf.org/viaf/152376415
subject,Kingston (Ont.)--History,,
subject,Kingston (Ont.)--Pictorial works,,
subject,Kingston Penitentiary,lcsh,https://id.loc.gov/authorities/names/n85358485
subject,Kittens,lcsh,https://id.loc.gov/authorities/subjects/sh85072589
subject,Klondike River Valley (Yukon),lcsh,https://id.loc.gov/authorities/subjects/sh85072652
subject,Klondike River Valley (Yukon)--Gold discoveries,lcsh,https://id.loc.gov/authorities/subjects/sh85072653
subject,knowledge ,wiki,https://www.wikidata.org/wiki/Q9081
subject,"Knowledge, Theory of",lcsh,https://id.loc.gov/authorities/subjects/sh85072732
subject,"Knowledge, Theory of--Early works to 1800",lcsh,https://id.loc.gov/authorities/subjects/sh2008106319
subject,Kraków (Poland)--Description and travel,,
subject,Ku Klux Klan,lcsh,https://id.loc.gov/authorities/names/n80076145
subject,Labatt Brewing Company,lcsh,https://id.loc.gov/authorities/names/n85362531
subject,"Labelle, Antoine 1833-1891",lcsh,https://id.loc.gov/authorities/names/n80029483
subject,"Labib, Nabil Ibrahim",, 
subject,Labor disputes,lcsh,https://id.loc.gov/authorities/subjects/sh85073684
subject,Labor leaders--United States--Biography,lcsh,https://id.loc.gov/authorities/subjects/sh2008106475
subject,Labor movement,lcsh,https://id.loc.gov/authorities/subjects/sh89000876
subject,Labor unions--United States--Officials and employees--Biography,lcsh,https://id.loc.gov/authorities/subjects/sh2008106476
subject,Labrador (N.L.),lcsh,https://id.loc.gov/authorities/subjects/sh85073777
subject,Labrador (N.L.)--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh2008115969
subject,Lac-Saint-Jean,wiki,https://www.wikidata.org/wiki/Q26736679
subject,Lachine (Québec)--History,,
subject,Lady Franklin Bay expedition,wiki,https://www.wikidata.org/wiki/Q3062428
subject,Lady Godiva Memorial Bnad,wiki,https://www.wikidata.org/wiki/Q6470196
subject,Ladybirds (Musical group),lcsh,https://id.loc.gov/authorities/names/n94095673
subject,"Lake Erie, Battle of, 1813",lcsh,https://id.loc.gov/authorities/subjects/sh85044621
subject,Lakes,lcsh,https://id.loc.gov/authorities/subjects/sh85074030
subject,Lakes--Scotland,lcsh,https://id.loc.gov/authorities/subjects/sh85074124
subject,"Lamport, Allan, 1903-1999",viaf,https://viaf.org/viaf/105259686
subject,Land capability for agriculture,lcsh,https://id.loc.gov/authorities/subjects/sh85074292
subject,Land companies,lcsh,https://id.loc.gov/authorities/subjects/sh85074295
subject,Land grants,lcsh,https://id.loc.gov/authorities/subjects/sh85074296
subject,Land settlement,lcsh,https://id.loc.gov/authorities/subjects/sh85074306
subject,Land subdivision,lcsh,https://id.loc.gov/authorities/subjects/sh85074310
subject,Land tenure,lcsh,https://id.loc.gov/authorities/subjects/sh85074312
subject,Land titles--Registration and transfer,lcsh,https://id.loc.gov/authorities/subjects/sh85074336
subject,Land use,lcsh,https://id.loc.gov/authorities/subjects/sh85074345
subject,Land use surveys,lcsh,https://id.loc.gov/authorities/subjects/sh86002746
subject,"Land use, Urban",lcsh,https://id.loc.gov/authorities/subjects/sh85074353
subject,Landlord and tenant--Ontario,lcsh,https://id.loc.gov/authorities/subjects/sh2009128745
subject,Landscaping industry,lcsh,https://id.loc.gov/authorities/subjects/sh85074476
subject,Landslides,lcsh,https://id.loc.gov/authorities/subjects/sh85074477
subject,Language and languages,lcsh,https://id.loc.gov/authorities/subjects/sh85074518
subject,Language and languages--Study and teaching,lcsh,https://id.loc.gov/authorities/subjects/sh85074536
subject,Languedoc (France),lcsh,https://id.loc.gov/authorities/names/n80123335
subject,Laparoscopy,lcsh,https://id.loc.gov/authorities/subjects/sh85074661
subject,Lapland,lcsh,https://id.loc.gov/authorities/subjects/sh85074668
subject,Larch trees,TGM,https://id.loc.gov/vocabulary/graphicMaterials/tgm005808
subject,Latin America,lcsh,https://id.loc.gov/authorities/subjects/sh85074879
subject,Law,lcsh,https://id.loc.gov/authorities/subjects/sh85075119
subject,Law and legislation,lcsh,https://id.loc.gov/authorities/subjects/sh99004848
subject,Law reform,lcsh,https://id.loc.gov/authorities/subjects/sh85075323
subject,Law students,lcsh,https://id.loc.gov/authorities/subjects/sh85075332
subject,Law--Canada--Popular works,lcsh,https://id.loc.gov/authorities/subjects/sh2009129021
subject,Law--Philosophy,lcsh,https://id.loc.gov/authorities/subjects/sh85075139
subject,Law--Study and teaching,lcsh,https://id.loc.gov/authorities/subjects/sh85075145
subject,Lawyers,lcsh,https://id.loc.gov/authorities/subjects/sh85075351
subject,Lawyers--Fees,lcsh,https://id.loc.gov/authorities/subjects/sh85075356
subject,"Layton, Jack, 1950-2011",lcsh,https://id.loc.gov/authorities/names/no2004082363
subject,Le Devoir,wiki,https://www.wikidata.org/wiki/Q1504424
subject,Lead mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85075458
subject,Lead-acid batteries,lcsh,https://id.loc.gov/authorities/subjects/sh93003488
subject,Leadership in Energy and Environmental Design Green Building Rating System,lcsh,https://id.loc.gov/authorities/subjects/sh2006020235
subject,Leap Manifesto,wiki,https://www.wikidata.org/wiki/Q24191548
subject,Learned institutions and societies,lcsh,https://id.loc.gov/authorities/subjects/sh85075516
subject,Learning and scholarship,lcsh,https://id.loc.gov/authorities/subjects/sh85075529
subject,"Leaside (Toronto, Ont.)--History",,
subject,Leather industry and trade,lcsh,https://id.loc.gov/authorities/subjects/sh85075589
subject,Legal case,wiki,https://www.wikidata.org/wiki/Q2334719
subject,"Legal status, laws, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh99004999
subject,Legislative Assembly of Ontario,wiki,https://www.wikidata.org/wiki/Q1809086
subject,Legislative bodies,lcsh,https://id.loc.gov/authorities/subjects/sh85075807
subject,Leningrad (R.S.F.S.R.)--Description and travel,,
subject,"Lennon, John, 1940-1980",lcsh,https://id.loc.gov/authorities/names/n80017868
subject,Lenten sermons,lcsh,https://id.loc.gov/authorities/subjects/sh85076008
subject,Lesbian couples,lcsh,https://id.loc.gov/authorities/subjects/sh85076154
subject,"Levine, Norman, 1923-",lcsh,https://id.loc.gov/authorities/names/n50049116
subject,LGBTQ issues,lcsh,https://id.loc.gov/authorities/names/no2020129716
subject,Liability (Law),lcsh,https://id.loc.gov/authorities/subjects/sh85076398
subject,Liability for condition and use of land,lcsh,https://id.loc.gov/authorities/subjects/sh85076404
subject,Liability for environmental damages,lcsh,https://id.loc.gov/authorities/subjects/sh85076406
subject,Liability for railroad accidents,lcsh,https://id.loc.gov/authorities/subjects/sh85076415
subject,Liability for traffic accidents,lcsh,https://id.loc.gov/authorities/subjects/sh85076421
subject,Liao dynasty,wiki,https://www.wikidata.org/wiki/Q4958
subject,Libel and slander,lcsh,https://id.loc.gov/authorities/subjects/sh85076432
subject,Liberal Party of Canada,lcsh,https://id.loc.gov/authorities/names/n50078460
subject,Liberty,lcsh,https://id.loc.gov/authorities/subjects/sh85076480
subject,Librarians,lcsh,https://id.loc.gov/authorities/subjects/sh85076491
subject,Libraries,lcsh,https://id.loc.gov/authorities/subjects/sh85076502
subject,Librettos,lcsh,https://id.loc.gov/authorities/subjects/sh99001588
subject,Licences,lcsh,https://id.loc.gov/authorities/subjects/sh85076763
subject,Licenses,lcsh,https://id.loc.gov/authorities/subjects/sh2002006397
subject,Lieutenant governors,lcsh,https://id.loc.gov/authorities/subjects/sh85076804
subject,Lieutenant governors--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh85019333
subject,Life cycle costing,lcsh,https://id.loc.gov/authorities/subjects/sh93000430
subject,"Lightfoot, Gordon",lcsh,https://id.loc.gov/authorities/names/n88189741
subject,Lighthouses,lcsh,https://id.loc.gov/authorities/subjects/sh85076918
subject,Lil'wat Nation,lcsh,https://id.loc.gov/authorities/names/no2015065617
subject,limbo (dance),AFS,https://id.loc.gov/vocabulary/ethnographicTerms/afset010566
subject,Limicola,lcsh,https://id.loc.gov/authorities/subjects/sh90005324
subject,Limicolae,wiki,https://www.wikidata.org/wiki/Q12215072
subject,Limitation of actions,lcsh,https://id.loc.gov/authorities/subjects/sh85077024
subject,Linguistics,lcsh,https://id.loc.gov/authorities/subjects/sh85077222
subject,Linked data,lcsh,https://id.loc.gov/authorities/subjects/sh2013002090
subject,Liquor laws,lcsh,https://id.loc.gov/authorities/subjects/sh85077415
subject,Literary collections,lcsh,https://id.loc.gov/authorities/subjects/sh99001634
subject,Literary criticism,lcsh,https://id.loc.gov/authorities/genreForms/gf2017026126
subject,Literary landmarks,lcsh,https://id.loc.gov/authorities/subjects/sh85077493
subject,Literature,lcsh,https://id.loc.gov/authorities/subjects/sh85077507
subject,Literature and morals,lcsh,https://id.loc.gov/authorities/subjects/sh85077568
subject,Literature--Periodicals,lcsh,https://id.loc.gov/authorities/subjects/sh85077532
subject,"Literature, Medieval",lcsh,https://id.loc.gov/authorities/subjects/sh85077548
subject,"Literature, Modern",lcsh,https://id.loc.gov/authorities/subjects/sh85077552
subject,"Literature, Modern--History and criticism--Periodicals",lcsh,https://id.loc.gov/authorities/subjects/sh2008107052
subject,Lithium mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85077587
subject,Little Caesar and the Consuls (Musical group),lcsh,https://id.loc.gov/authorities/names/n2015056978
subject,Liturgy,lcsh,https://id.loc.gov/authorities/subjects/sh2002011417
subject,Livestock,lcsh,https://id.loc.gov/authorities/subjects/sh85077784
subject,Local elections,lcsh,https://id.loc.gov/authorities/subjects/sh85077914
subject,Local government,lcsh,https://id.loc.gov/authorities/subjects/sh85077923
subject,Locks (Hydraulic engineering),lcsh,https://id.loc.gov/authorities/subjects/sh85077979
subject,Locomotives,lcsh,https://id.loc.gov/authorities/subjects/sh85077999
subject,Locomotives--Great Britain--History,lcsh,https://id.loc.gov/authorities/subjects/sh2010100120
subject,Locus standi,lcsh,https://id.loc.gov/authorities/subjects/sh85078039
subject,Logging,lcsh,https://id.loc.gov/authorities/subjects/sh85078097
subject,Logic,lcsh,https://id.loc.gov/authorities/subjects/sh85078106
subject,Logic--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh2008107110
subject,"Lombardi, Johnny",lcnaf,https://id.loc.gov/authorities/names/n2013014110
subject,London (England)--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85078199
subject,London (England)--Pictorial works,lsch,https://id.loc.gov/authorities/subjects/sh2008116065
subject,"London (Ont.)--History, Military",,
subject,"London, Mike",,
subject,Loneliness,lcsh,https://id.loc.gov/authorities/subjects/sh85078243
subject,"Lorch, Lee, 1915-2014",lcsh,https://id.loc.gov/authorities/names/no2021104039
subject,Lord's Supper,lcsh,https://id.loc.gov/authorities/subjects/sh85078354
subject,"Louis XIV, King of France, 1638-1715",lcsh,https://id.loc.gov/authorities/names/n80051801
subject,"Louisbourg (N.S.)--History--Siege, 1745",lsch,https://id.loc.gov/authorities/subjects/sh95002233
subject,"Louisbourg (N.S.)--History--Siege, 1758",lsch,https://id.loc.gov/authorities/subjects/sh95002291
subject,Louisiana,lcsh,https://id.loc.gov/authorities/names/n79138970
subject,Love,lcsh,https://id.loc.gov/authorities/subjects/sh85078519
subject,Love songs,lcsh,https://id.loc.gov/authorities/subjects/sh85078593
subject,Love--Biblical teaching,lcsh,https://id.loc.gov/authorities/subjects/sh2008107121
subject,Lower Canada,lcsh,https://id.loc.gov/authorities/names/n84195094
subject,Lucca (Italy)--Description and travel,,
subject,Lullabies,lcsh,https://id.loc.gov/authorities/subjects/sh85078780
subject,Lumber trade,lcsh,https://id.loc.gov/authorities/subjects/sh85078814
subject,Lumpectomy,lcsh,https://id.loc.gov/authorities/subjects/sh2003001251
subject,Lupus,lcsh,https://id.loc.gov/authorities/subjects/sh85078940
subject,Lupus erythematosus,lcsh,https://id.loc.gov/authorities/subjects/sh85078941
subject,Lute,lcsh,https://id.loc.gov/authorities/subjects/sh85078975
subject,Lute music,lcsh,https://id.loc.gov/authorities/subjects/sh85078980
subject,Lutheran Church,lcsh,https://id.loc.gov/authorities/subjects/sh85078999
subject,Lutheran Church--Hymns,lcsh,https://id.loc.gov/authorities/subjects/sh85079009
subject,Luxembourg--Description and travel,,
subject,"Macapagal, Diosdado, 1910-1997",viaf,http://viaf.org/viaf/45546531
subject,"MacEachen, Allan J.",lcsh,https://id.loc.gov/authorities/names/n82011903
subject,"MacEwen, Gwendolyn, 1941-1987",lcsh,https://id.loc.gov/authorities/names/n50053367
subject,MacGregor (Man.),lcsh,https://id.loc.gov/authorities/names/n86029705
subject,Machinery,lcsh,https://id.loc.gov/authorities/subjects/sh85079362
subject,Mackenzie (N.W.T.),lcsh,https://id.loc.gov/authorities/names/n83068915
subject,Mackenzie (N.W.T.)--Description and travel,lsch,https://id.loc.gov/authorities/subjects/sh2010101495
subject,"Mackenzie House (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q3884309
subject,Mackenzie River (N.W.T.),lcsh,https://id.loc.gov/authorities/subjects/sh85079411
subject,MacKenzie Valley Pipeline (N.W.T.),lcsh,https://id.loc.gov/authorities/subjects/sh85079412.html
subject,"MacLean, John. 1927-",,
subject,"MacMillan, Florence",,
subject,MacNab (Ont. : Township),,
subject,"MacPherson, Susan",viaf,http://viaf.org/viaf/54360972
subject,Macrobiotic diet,lcsh,https://id.loc.gov/authorities/subjects/sh85079431
subject,Macrodantin,mesh,http://id.nlm.nih.gov/mesh/D009582
subject,Madagascar,lcsh,https://id.loc.gov/authorities/names/n80087494
subject,Madness,lcsh,https://id.loc.gov/authorities/names/nr2004037371
